player_id,purchases,avg_hrs
97614578,41,68
113580708,41,7
159114904,41,78
92503355,41,6
81672131,41,47
184694766,41,50
110478743,41,22
106980036,40,25
131444737,40,30
32710856,40,37
131610144,40,157
190060278,40,24
151603712,40,17
142001340,40,62
87832209,40,22
7431946,40,25
140825164,40,4
186673066,40,53
68809194,40,16
158136791,40,191
123696203,40,112
112845094,40,218
94299484,39,20
135865220,39,29
123625432,39,6
58431944,39,24
167118460,39,16
161772384,39,213
161623464,39,26
86338111,39,51
96014467,39,94
67492611,39,51
12130111,39,35
58907890,39,47
165779930,39,95
145243748,39,21
196066421,39,9
65155942,39,1
133439936,39,5
154014392,39,33
7015471,39,39
27171538,38,31
100096071,38,34
10162301,38,18
89691468,38,16
23608098,38,35
155042139,38,49
82385352,38,21
224754050,38,25
174002551,38,26
245681889,38,18
107567915,37,9
160883669,37,49
92958887,37,6
111163130,37,34
32847394,37,39
33518079,37,14
49767455,37,142
24011187,37,22
106806146,37,2
118693973,37,48
213231597,37,18
168053527,37,54
158608850,37,14
91293844,37,9
153148942,37,8
117601858,37,50
128593044,37,11
44370809,37,7
126595775,37,18
212078557,37,3
140408017,36,65
48666962,36,28
101530848,36,31
82686146,36,30
79211079,36,30
61772065,36,44
131463112,36,27
56436989,36,21
201678836,36,650
76767,36,61
94088853,35,34
242781058,35,5
194670621,35,29
303007171,35,6
152497084,35,51
119310413,35,2
62633395,35,19
181010210,35,6
250826540,35,4
196595568,35,13
137334839,35,53
286968172,35,12
2110581,35,10
92276000,35,51
59536273,35,108
172771532,35,9
172434236,35,145
266479412,35,2
128651888,35,13
230944154,35,19
118838369,35,37
86182317,35,55
247313879,35,13
162421622,35,39
64514291,35,47
209772097,35,12
6928806,34,48
178038549,34,56
95780749,34,3
159077305,34,81
90033155,34,28
152956403,34,9
8784496,34,6
48175931,34,11
198346312,34,16
79411077,34,160
215160630,34,29
93413084,34,99
134967717,34,45
100351493,34,8
281857216,34,74
4824107,34,41
122551425,34,67
17497581,34,41
81746734,34,37
139016142,34,37
163972488,34,95
207477282,34,10
162081645,34,32
156407373,34,27
151600301,34,99
6144819,33,36
102016550,33,16
96914675,33,20
196059860,33,1
137610845,33,28
182499490,33,31
83975567,33,41
64350600,33,25
151229648,33,54
227083521,33,2
4834220,33,129
135879753,33,267
31727716,33,85
262861632,33,48
62985928,33,5
98312003,33,82
83671083,33,14
7203603,33,84
88883891,33,14
44874005,33,200
201757829,33,35
70778973,33,102
168031436,32,7
16167221,32,41
78332414,32,69
57433226,32,455
157080495,32,12
75463760,32,20
198573013,32,3
88173801,32,1
83497449,32,38
157235483,32,67
68719896,32,51
55751308,32,21
123734483,32,7
33659046,32,76
198850929,32,11
128925610,31,78
183315077,31,11
161659407,31,17
206908028,31,107
120237789,31,42
57368001,31,54
109175936,31,71
105445346,31,14
53245953,31,46
160288335,31,25
77127388,31,94
38731746,31,12
167901416,31,17
65350586,31,10
54103616,31,122
89732768,31,52
227863185,31,11
176929122,31,98
101725007,31,35
162214363,31,112
50769696,31,66
242937979,31,12
168539881,31,30
142750305,31,51
175263669,31,20
167194020,31,297
60549077,31,2
110824765,31,51
150135487,30,7
281535206,30,18
174226719,30,35
58289184,30,114
154296520,30,75
100993239,30,17
154533830,30,58
227811695,30,104
748719,30,99
213720494,30,30
20704366,30,16
90711776,30,14
17414305,30,52
156379077,30,18
202427012,30,15
63098418,30,113
14417857,30,73
127850470,30,97
88344296,30,5
156879739,30,91
37490443,30,63
228649481,30,22
155718820,30,22
84925352,30,22
30699429,30,15
182851135,30,3
161384593,30,17
76296787,30,11
133997970,30,58
288274882,30,8
80351692,30,39
126340495,29,163
131973876,29,26
211544205,29,23
58217836,29,29
2531540,29,12
99723205,29,11
47672756,29,6
162453723,29,32
174287424,29,46
206183065,29,4
132014951,29,16
92436417,29,49
184314651,29,36
98561727,29,4
183574382,29,2
100741663,29,5
141402600,29,44
181564172,29,6
197190654,29,20
113300324,29,40
170172944,28,6
173859218,28,8
116912767,28,49
53711793,28,139
220680498,28,4
111182405,28,82
154940949,28,21
554278,28,31
129925351,28,144
65716118,28,40
81743539,28,4
56333620,28,29
234108053,28,11
141873792,28,16
176539817,28,20
116325720,28,23
213610494,28,60
1612666,28,10
186642906,28,5
195105284,28,57
285860790,28,30
16081636,28,19
84883272,28,6
174137629,28,455
104120883,28,20
180753437,28,76
49630184,28,99
69953893,28,29
86499586,28,12
179347474,28,34
99096740,28,102
76032287,27,247
177625788,27,21
75598925,27,254
52567955,27,1306
112763045,27,33
14671378,27,36
3979930,27,23
216785107,27,35
55334302,27,88
188988198,27,4
113124720,27,84
229911,27,22
77194086,27,13
52731290,27,377
3783783,27,77
106333903,27,13
200059104,27,16
145512685,27,78
46951849,27,185
127426141,27,17
95084569,27,8
55755821,27,15
159484357,27,19
210170887,27,39
188509200,27,4
112199961,27,33
67349307,27,13
109715095,27,27
192503967,27,48
175948419,27,363
171847029,27,66
41883322,27,19
167202599,27,68
82174211,27,75
134839311,27,40
12259303,27,10
141160698,27,89
163669475,27,15
171383863,27,125
102552233,27,13
25337857,27,82
69434488,27,51
56219610,27,39
71411882,27,12
194970068,27,172
184594362,27,33
4595423,27,3
264438536,27,9
65147980,27,59
19586574,26,10
58768356,26,29
112110682,26,42
32749624,26,987
131876863,26,29
136791084,26,13
49312497,26,303
116494569,26,133
18036199,26,38
95531306,26,30
89005236,26,227
131386705,26,31
165353535,26,865
212426459,26,32
222060673,26,4
26027937,26,26
174633348,26,28
166880158,26,50
79155765,26,17
85959768,26,26
9845449,26,6
11300897,26,13
231416829,26,3
8311704,26,3
119909634,26,6
9946133,26,114
189441775,26,35
39319649,26,49
110546460,26,54
96556535,26,175
203838394,26,11
84471496,25,101
42363887,25,269
79017735,25,41
189304702,25,26
191365887,25,2
223858723,25,18
70398582,25,40
255010251,25,5
86287245,25,16
105277989,25,15
83746733,25,41
197652539,25,17
83625754,25,51
86738567,25,51
106956838,25,3
103624897,25,37
9245216,25,15
248216340,25,89
234498398,25,6
31817706,25,71
547685,25,103
18149166,25,109
181608676,25,44
160427210,25,123
181453879,25,90
254935843,25,4
166927601,25,41
54507379,25,41
142799594,25,34
133024750,25,281
99083518,25,56
46030552,25,255
36978196,25,109
67708331,25,99
85673716,25,67
71331921,25,9
65315657,24,65
82156706,24,32
94851051,24,92
104830836,24,59
135147743,24,6
222180483,24,43
120139965,24,1
88199811,24,25
108595389,24,3
77446275,24,98
102268574,24,44
273082868,24,25
108114779,24,90
47063596,24,341
241862248,24,60
150305902,24,4
45030250,24,38
253813925,24,19
212466515,24,13
94161846,24,79
190502181,24,123
154458931,24,11
258482885,24,3
264500948,24,4
196223620,23,23
132180557,23,20
31733654,23,148
240405101,23,8
148831715,23,7
200913780,23,36
98624963,23,105
172470005,23,15
3527485,23,35
34582304,23,16
247912887,23,13
15415372,23,296
225048159,23,24
112849197,23,128
140820563,23,16
142999522,23,335
124651043,23,57
994489,23,233
18066817,23,11
65935023,23,13
254550709,23,21
173434036,23,5
170591712,23,47
242523654,23,5
160299889,23,27
62097332,23,30
273437868,23,4
117370965,23,34
200817099,23,569
61779218,23,54
231026651,23,63
260376156,23,97
40080833,23,312
150995572,23,77
21535912,23,55
174762197,23,27
143235127,23,15
199243806,23,0
92595907,23,13
207718097,23,42
258531019,23,3
113227222,22,99
39834113,22,145
1129452,22,52
97782908,22,20
87740709,22,335
268110072,22,3
32102983,22,62
62078957,22,293
245078207,22,1
68532738,22,18
124400480,22,58
44755776,22,55
144532046,22,553
292744287,22,1
157275758,22,27
261602452,22,70
196609297,22,4
73195149,22,82
121865430,22,147
39899978,22,5
159411437,22,7
210896662,22,18
163617342,22,195
170491009,22,43
39446138,22,6
234024191,22,19
157469247,22,11
231029951,22,2
251164636,22,104
152861732,22,73
74347105,22,237
35009482,22,40
189813843,22,134
192105970,22,3
95325409,22,6
197949629,22,17
158481258,22,1156
209807861,22,43
203765587,22,11
126200826,22,18
11807754,22,75
187545648,22,104
178964139,22,6
49832324,22,11
85046830,22,54
182726567,22,26
94521606,22,6
72417734,22,33
164761364,21,25
174838943,21,25
202140438,21,5
156426681,21,21
201713909,21,401
74764496,21,16
191576449,21,145
79319075,21,39
59205262,21,24
12774878,21,107
237244349,21,9
155420511,21,127
240551525,21,10
91729217,21,80
29302014,21,47
207869089,21,16
12195913,21,218
40280688,21,87
119937035,21,253
154687199,21,95
220561138,21,48
151256632,21,12
37829487,21,5
108878910,21,16
7955670,21,327
231042734,21,1
158974308,21,44
111422562,21,109
63276972,21,28
131227694,21,15
65420540,21,35
157058673,21,29
66078954,21,8
144824885,21,6
244290943,21,12
32125590,21,8
282464648,21,7
37435998,21,92
245859173,21,9
116283279,21,17
193486352,21,1
59529444,21,17
205965436,21,5
182557942,21,43
5250,21,38
183998097,21,10
122444332,21,8
29983962,21,104
58953935,21,44
74521316,21,24
276057148,21,5
136021775,20,41
147563118,20,879
49350285,20,72
121280370,20,59
95911580,20,55
205014771,20,32
44021324,20,18
24204083,20,110
168641975,20,22
182961604,20,109
102927775,20,21
67713900,20,172
297510921,20,1
7163917,20,9
104159428,20,13
50553129,20,86
107818793,20,21
232907046,20,161
127992087,20,160
101000574,20,24
148246305,20,36
103848468,20,2
138581545,20,11
77542968,20,47
42380987,20,201
214913026,20,1
29706117,20,7
71871620,20,362
199659716,20,24
66755246,20,34
107273897,20,191
154145611,20,163
59756932,20,27
81258000,20,688
23672423,20,51
244445520,20,3
212915541,20,1605
58530556,20,56
68325099,20,9
177827103,20,111
15841597,20,65
245863248,20,61
51132884,20,27
101803777,20,612
193196975,20,10
80239919,20,198
122620165,20,174
192772707,20,105
238700575,20,2
86433707,20,11
209817175,20,25
92484390,20,14
186040249,20,23
127208680,20,6
44010163,20,20
94195027,20,47
64754418,19,23
103804924,19,377
96249915,19,11
44156169,19,40
208879416,19,96
168881981,19,245
101212067,19,106
159994178,19,51
14906179,19,49
24841093,19,10
207915392,19,1
27545486,19,59
126388107,19,310
99713453,19,13
184987886,19,5
303129589,19,0
201265166,19,100
119949344,19,33
79243080,19,48
111316830,19,88
193129684,19,19
57798235,19,149
68049243,19,11
210172601,19,5
179404476,19,21
67083031,19,25
212570211,19,125
123325040,19,18
170215786,19,32
157391838,19,69
78560022,19,2
105586920,19,301
70780053,19,208
117949868,19,12
93189271,19,117
21979395,19,83
179394166,19,18
138725344,19,20
186517004,19,53
72387826,19,122
51382080,19,68
115671217,19,16
134223421,19,220
264626784,19,33
88705345,19,14
207036748,18,2
78053539,18,77
189272257,18,542
64611580,18,8
28453352,18,12
220434034,18,38
33452361,18,13
276090576,18,4
113544961,18,20
133938767,18,285
151662395,18,52
94120095,18,162
217680215,18,9
163281091,18,13
110107925,18,73
13556140,18,52
93882483,18,50
111498455,18,16
42198457,18,17
198914333,18,37
95037089,18,43
254201131,18,31
294620986,18,9
158277459,18,77
133268317,18,108
142844201,18,16
5270060,18,3
130280718,18,12
80119032,18,107
113423671,18,794
196862501,18,659
36439985,18,31
237036035,18,208
82020006,18,12
159677499,18,15
150137344,18,108
170382539,18,30
57905818,18,426
47291376,18,321
137837203,18,5
199805188,18,3
80250756,18,8
183450002,18,903
102270213,18,16
99255590,18,380
218585765,18,1
17017968,18,474
88659639,18,89
170095814,17,15
249165768,17,99
128790593,17,9
26802825,17,4
43908860,17,33
166753156,17,91
126098408,17,27
198105109,17,48
62545742,17,34
77279068,17,36
82418411,17,3
158476996,17,28
111044780,17,23
163140792,17,44
10385370,17,24
95695156,17,4
99704390,17,49
20207081,17,591
230967602,17,76
36791999,17,30
263171804,17,4
30042027,17,42
130369238,17,51
20914736,17,64
15095770,17,0
118695833,17,19
142706526,17,20
213307502,17,139
232593507,17,6
33580866,17,28
9209946,17,9
95996939,17,80
937567,17,1
160887309,17,9
102687513,17,296
136137921,17,56
178003047,17,108
177213985,17,28
34442062,17,109
190022459,17,4
281168230,17,4
113224251,17,53
18074031,17,45
12860805,17,107
164561444,17,32
196098976,17,162
69849141,17,91
69828237,17,192
209450381,17,24
100769089,17,16
5949488,17,47
86732465,17,418
21316693,17,14
222050169,17,56
181638799,17,172
18500119,17,97
177444568,17,9
251635136,17,10
172381385,17,54
7527129,17,1
148322156,17,0
95279056,17,9
230572014,16,127
58618147,16,99
166639984,16,220
62481936,16,27
111003065,16,89
157095466,16,220
182295415,16,22
210576042,16,12
2039434,16,26
228919399,16,46
31733621,16,110
216042414,16,178
30172489,16,19
110104967,16,4
179077731,16,73
252044076,16,260
268562040,16,473
8949216,16,32
194432540,16,2
29052354,16,32
126992940,16,22
105159791,16,19
43284145,16,24
149810726,16,46
204477246,16,2
38179194,16,22
183838531,16,18
23154676,16,399
88410966,16,9
84045371,16,147
108943853,16,18
60744461,16,54
122658341,16,39
167985276,16,14
146022542,16,7
281864662,16,0
5220782,16,20
83681553,16,32
264253640,16,14
144347801,16,44
158173228,16,73
88296152,16,2
242242432,16,36
260320188,16,12
172666220,16,33
74161590,16,40
28064589,16,8
71603645,16,25
216211930,16,71
180283418,16,157
145825155,16,12
59115473,16,18
103690917,16,9
183337134,16,50
223064225,16,30
162076421,16,150
289244540,16,26
156297441,16,46
136866564,16,16
272499996,16,18
153945772,16,162
108223505,16,25
179936723,16,17
148467772,16,21
59157389,16,131
136139505,16,3
188631532,16,1
22605909,16,12
221958385,16,188
268487512,16,18
88603472,16,3
157766388,16,505
47240858,16,88
258753415,16,4
132418423,16,16
84585204,16,5
74161385,16,74
31849177,16,203
127788996,16,25
77818807,16,35
140854798,16,3
21861124,16,159
195962272,16,4
155772849,16,1
14702137,16,90
181385269,16,174
121884238,16,10
53901705,16,212
20566124,16,6
209023275,16,24
17284266,16,11
68240622,16,27
128470551,16,27
178605069,15,7
11024186,15,49
145117004,15,30
221694858,15,43
275518260,15,5
174674290,15,27
102111851,15,238
161759944,15,4
121291260,15,77
110546832,15,6
162319568,15,327
61086207,15,34
129966650,15,61
80067793,15,43
93030550,15,22
99133844,15,67
108750879,15,121
118554131,15,127
81579335,15,39
137158399,15,330
133404545,15,15
284680706,15,360
190900804,15,3
203092936,15,27
97818502,15,11
192526458,15,55
207186541,15,25
195946569,15,9
112376397,15,69
248882404,15,6
5860071,15,18
134224287,15,70
80098179,15,12
278247296,15,1
162740609,15,1
16080105,15,864
168732483,15,20
217779981,15,2
209869297,15,30
186022495,15,6
113268833,15,7
1072465,15,17
155003926,15,43
48845802,15,37
2428602,15,237
77870593,15,72
276118496,15,1
68224834,15,18
167017825,15,101
182220992,15,42
106170243,15,14
126471719,15,131
191747590,15,45
96204317,15,28
185914106,15,4
150397316,15,16
248076396,15,16
79715089,15,19
114632006,15,337
14216099,15,336
47500408,15,53
131227682,15,54
166385573,15,1121
166224568,15,23
235658693,15,12
103631407,15,5
123974970,15,64
23386002,15,37
124641717,15,187
133268706,15,289
48456902,15,47
28997716,15,27
184987922,15,82
87601770,15,8
253961136,15,90
165239864,15,29
148928721,14,227
57866383,14,0
32498610,14,68
85714521,14,125
122803519,14,20
137508279,14,31
266829332,14,4
181118785,14,80
90541290,14,51
225176638,14,2
249570072,14,27
142650116,14,8
97634356,14,30
145927933,14,79
199816966,14,5
173940259,14,268
119211545,14,28
177050329,14,1497
296260221,14,2
195584941,14,23
124234882,14,26
84318201,14,13
191637518,14,77
22627659,14,2
28648610,14,6
166374827,14,736
18109027,14,7
257256783,14,59
49063269,14,276
72717958,14,275
7020135,14,118
26333936,14,14
261067712,14,3
190016182,14,18
238830374,14,9
157193017,14,33
948368,14,30
164097534,14,21
75457821,14,32
125912054,14,379
131130328,14,2
114924461,14,6
123483924,14,167
105725769,14,28
194854693,14,17
198605042,14,117
94019469,14,55
304971849,14,3
21416874,14,2
197302530,14,83
287264958,14,5
56684410,14,14
184554757,14,11
195072781,14,36
203968405,14,13
277541086,14,9
112986636,14,9
130547869,14,91
169771622,14,238
100431715,14,4
63990035,14,147
44169472,14,22
82203951,14,12
148264060,14,95
181716896,14,139
246258933,14,8
72523666,14,21
67965357,14,299
119428254,14,9
197620904,14,18
172795625,14,15
182593878,14,110
221961243,14,3
6252885,14,23
94670160,14,113
249735744,14,1
218918267,14,5
213775315,14,16
683019,13,21
49380630,13,502
135554311,13,74
95853467,13,135
149143479,13,112
129300430,13,16
46178364,13,158
78671103,13,7
99171164,13,48
280824162,13,592
159277759,13,8
188910738,13,4
103563010,13,291
191244808,13,6
19302548,13,30
206346171,13,7
39322716,13,9
64261708,13,4
188266554,13,6
88152309,13,116
183490713,13,5
250238131,13,7
80988171,13,31
222008249,13,4
107476377,13,191
129391396,13,22
12660489,13,1215
265859320,13,1
77665527,13,44
166604341,13,20
169054646,13,2
5976642,13,25
41887439,13,136
50032397,13,101
19668647,13,17
144845684,13,8
257449387,13,23
176223416,13,119
134213189,13,18
75240572,13,46
90104676,13,24
166228529,13,33
226212066,13,14
27117407,13,16
130201800,13,75
112994491,13,13
81139130,13,40
109201849,13,4
120725727,13,883
158159336,13,2
85759872,13,19
223324734,13,14
8334557,13,0
48080423,13,7
97069030,13,180
45422636,13,37
158495272,13,176
53779471,13,187
239544929,13,0
33214968,13,209
72907554,13,75
10869571,13,12
129501816,13,30
92025878,13,45
116411567,13,8
79542039,13,6
253549183,13,1155
200376716,13,1
65610147,13,51
198722652,13,28
161338471,13,9
54568397,13,27
252024637,13,11
205479294,13,2
72135587,13,43
252012035,13,1
61046224,13,67
276526080,13,4
